label,binary_label,file_name,c3_lda_top_55_score
c2,not_c3,ChatDev_ProgramDev2_GPT4o_10_scored.json,0.13290300114127454
c1,not_c3,ChatDev_ProgramDev2_GPT4o_11_scored.json,0.02028557557107382
c0,not_c3,ChatDev_ProgramDev2_GPT4o_13_scored.json,0.090484933828066
c0,not_c3,ChatDev_ProgramDev2_GPT4o_14_scored.json,0.274944322922317
c1,not_c3,ChatDev_ProgramDev2_GPT4o_15_scored.json,-0.16692999231155042
c0,not_c3,ChatDev_ProgramDev2_GPT4o_16_scored.json,0.5381154399831896
c2,not_c3,ChatDev_ProgramDev2_GPT4o_17_scored.json,0.19637757701812733
c1,not_c3,ChatDev_ProgramDev2_GPT4o_18_scored.json,0.1642751164937986
c4,not_c3,ChatDev_ProgramDev2_GPT4o_18_scored.json,0.1642751164937986
c2,not_c3,ChatDev_ProgramDev2_GPT4o_19_scored.json,-0.16591681916077175
c0,not_c3,ChatDev_ProgramDev2_GPT4o_1_scored.json,-0.5067138139723992
c0,not_c3,ChatDev_ProgramDev2_GPT4o_20_scored.json,0.07088541708369711
c2,not_c3,ChatDev_ProgramDev2_GPT4o_21_scored.json,-0.5387417970982268
c0,not_c3,ChatDev_ProgramDev2_GPT4o_22_scored.json,-0.39315850021590504
c0,not_c3,ChatDev_ProgramDev2_GPT4o_23_scored.json,0.1520483265687252
c0,not_c3,ChatDev_ProgramDev2_GPT4o_24_scored.json,-0.2733535471317492
c0,not_c3,ChatDev_ProgramDev2_GPT4o_25_scored.json,0.43796734648211416
c0,not_c3,ChatDev_ProgramDev2_GPT4o_26_scored.json,-1.155824512664791
c1,not_c3,ChatDev_ProgramDev2_GPT4o_27_scored.json,0.18766214451037563
c4,not_c3,ChatDev_ProgramDev2_GPT4o_27_scored.json,0.18766214451037563
c0,not_c3,ChatDev_ProgramDev2_GPT4o_28_scored.json,0.43276698016809756
c0,not_c3,ChatDev_ProgramDev2_GPT4o_29_scored.json,-0.2063230250288251
c0,not_c3,ChatDev_ProgramDev2_GPT4o_2_scored.json,-0.4515777798382301
c4,not_c3,ChatDev_ProgramDev2_GPT4o_31_scored.json,-0.277842236360095
c4,not_c3,ChatDev_ProgramDev2_GPT4o_32_scored.json,0.5596871624251424
c0,not_c3,ChatDev_ProgramDev2_GPT4o_34_scored.json,0.6783984345559813
c4,not_c3,ChatDev_ProgramDev2_GPT4o_35_scored.json,-0.4771262673110405
c4,not_c3,ChatDev_ProgramDev2_GPT4o_36_scored.json,-0.8590269224997906
c4,not_c3,ChatDev_ProgramDev2_GPT4o_37_scored.json,0.10044617563012848
c1,not_c3,ChatDev_ProgramDev2_GPT4o_38_scored.json,0.5448998801284353
c2,not_c3,ChatDev_ProgramDev2_GPT4o_38_scored.json,0.5448998801284353
c1,not_c3,ChatDev_ProgramDev2_GPT4o_40_scored.json,-0.10407362399367573
c2,not_c3,ChatDev_ProgramDev2_GPT4o_40_scored.json,-0.10407362399367573
c1,not_c3,ChatDev_ProgramDev2_GPT4o_44_scored.json,0.6996549387903361
c2,not_c3,ChatDev_ProgramDev2_GPT4o_45_scored.json,0.3172214847726388
c4,not_c3,ChatDev_ProgramDev2_GPT4o_45_scored.json,0.3172214847726388
c1,not_c3,ChatDev_ProgramDev2_GPT4o_46_scored.json,0.09009529554171815
c4,not_c3,ChatDev_ProgramDev2_GPT4o_46_scored.json,0.09009529554171815
c1,not_c3,ChatDev_ProgramDev2_GPT4o_47_scored.json,-0.18729033263165165
c2,not_c3,ChatDev_ProgramDev2_GPT4o_47_scored.json,-0.18729033263165165
c1,not_c3,ChatDev_ProgramDev2_GPT4o_48_scored.json,0.1993866804799617
c0,not_c3,ChatDev_ProgramDev2_GPT4o_4_scored.json,-0.17196353543198753
c0,not_c3,ChatDev_ProgramDev2_GPT4o_50_scored.json,0.02201197196016655
c4,not_c3,ChatDev_ProgramDev2_GPT4o_55_scored.json,-0.24549900558397092
c1,not_c3,ChatDev_ProgramDev2_GPT4o_56_scored.json,1.0275809210569855
c1,not_c3,ChatDev_ProgramDev2_GPT4o_57_scored.json,-0.07206109844383042
c4,not_c3,ChatDev_ProgramDev2_GPT4o_57_scored.json,-0.07206109844383042
c1,not_c3,ChatDev_ProgramDev2_GPT4o_5_scored.json,0.047809878599569366
c4,not_c3,ChatDev_ProgramDev2_GPT4o_5_scored.json,0.047809878599569366
c2,not_c3,ChatDev_ProgramDev2_GPT4o_60_scored.json,0.03418305624414272
c4,not_c3,ChatDev_ProgramDev2_GPT4o_60_scored.json,0.03418305624414272
c2,not_c3,ChatDev_ProgramDev2_GPT4o_61_scored.json,0.04205758286088161
c4,not_c3,ChatDev_ProgramDev2_GPT4o_61_scored.json,0.04205758286088161
c2,not_c3,ChatDev_ProgramDev2_GPT4o_62_scored.json,-0.2813589645151302
c4,not_c3,ChatDev_ProgramDev2_GPT4o_62_scored.json,-0.2813589645151302
c2,not_c3,ChatDev_ProgramDev2_GPT4o_63_scored.json,-0.038703739419705924
c4,not_c3,ChatDev_ProgramDev2_GPT4o_63_scored.json,-0.038703739419705924
c2,not_c3,ChatDev_ProgramDev2_GPT4o_64_scored.json,0.4680881867869016
c4,not_c3,ChatDev_ProgramDev2_GPT4o_64_scored.json,0.4680881867869016
c2,not_c3,ChatDev_ProgramDev2_GPT4o_65_scored.json,0.15598734829270722
c4,not_c3,ChatDev_ProgramDev2_GPT4o_65_scored.json,0.15598734829270722
c2,not_c3,ChatDev_ProgramDev2_GPT4o_66_scored.json,0.32893892823001003
c1,not_c3,ChatDev_ProgramDev2_GPT4o_67_scored.json,0.7513507203291677
c2,not_c3,ChatDev_ProgramDev2_GPT4o_67_scored.json,0.7513507203291677
c4,not_c3,ChatDev_ProgramDev2_GPT4o_67_scored.json,0.7513507203291677
c1,not_c3,ChatDev_ProgramDev2_GPT4o_68_scored.json,0.4132511684051265
c2,not_c3,ChatDev_ProgramDev2_GPT4o_68_scored.json,0.4132511684051265
c4,not_c3,ChatDev_ProgramDev2_GPT4o_68_scored.json,0.4132511684051265
c2,not_c3,ChatDev_ProgramDev2_GPT4o_69_scored.json,1.050642136394486
c1,not_c3,ChatDev_ProgramDev2_GPT4o_6_scored.json,0.35114651837569977
c2,not_c3,ChatDev_ProgramDev2_GPT4o_70_scored.json,0.2708047850789858
c2,not_c3,ChatDev_ProgramDev2_GPT4o_71_scored.json,-0.2898414846183451
c4,not_c3,ChatDev_ProgramDev2_GPT4o_71_scored.json,-0.2898414846183451
c2,not_c3,ChatDev_ProgramDev2_GPT4o_72_scored.json,0.36825829690341405
c4,not_c3,ChatDev_ProgramDev2_GPT4o_72_scored.json,0.36825829690341405
c2,not_c3,ChatDev_ProgramDev2_GPT4o_73_scored.json,-0.5857023784122581
c4,not_c3,ChatDev_ProgramDev2_GPT4o_73_scored.json,-0.5857023784122581
c0,not_c3,ChatDev_ProgramDev2_GPT4o_74_scored.json,0.6654354191170117
c2,not_c3,ChatDev_ProgramDev2_GPT4o_75_scored.json,-0.7578325848698199
c4,not_c3,ChatDev_ProgramDev2_GPT4o_75_scored.json,-0.7578325848698199
c1,not_c3,ChatDev_ProgramDev2_GPT4o_76_scored.json,-0.5502963942272175
c2,not_c3,ChatDev_ProgramDev2_GPT4o_76_scored.json,-0.5502963942272175
c2,not_c3,ChatDev_ProgramDev2_GPT4o_77_scored.json,0.008944575838050486
c2,not_c3,ChatDev_ProgramDev2_GPT4o_78_scored.json,0.2992915630789064
c1,not_c3,ChatDev_ProgramDev2_GPT4o_79_scored.json,-0.44224081515495983
c2,not_c3,ChatDev_ProgramDev2_GPT4o_79_scored.json,-0.44224081515495983
c4,not_c3,ChatDev_ProgramDev2_GPT4o_79_scored.json,-0.44224081515495983
c2,not_c3,ChatDev_ProgramDev2_GPT4o_7_scored.json,0.4968000232464259
c2,not_c3,ChatDev_ProgramDev2_GPT4o_80_scored.json,0.24079683468977975
c4,not_c3,ChatDev_ProgramDev2_GPT4o_80_scored.json,0.24079683468977975
c1,not_c3,ChatDev_ProgramDev2_GPT4o_81_scored.json,0.7278965338903389
c2,not_c3,ChatDev_ProgramDev2_GPT4o_81_scored.json,0.7278965338903389
c2,not_c3,ChatDev_ProgramDev2_GPT4o_82_scored.json,0.13826733929925844
c4,not_c3,ChatDev_ProgramDev2_GPT4o_82_scored.json,0.13826733929925844
c2,not_c3,ChatDev_ProgramDev2_GPT4o_83_scored.json,-0.2537317564791373
c2,not_c3,ChatDev_ProgramDev2_GPT4o_84_scored.json,0.43404041302535395
c4,not_c3,ChatDev_ProgramDev2_GPT4o_84_scored.json,0.43404041302535395
c2,not_c3,ChatDev_ProgramDev2_GPT4o_85_scored.json,0.3264314705093994
c2,not_c3,ChatDev_ProgramDev2_GPT4o_86_scored.json,-0.47964895830549464
c2,not_c3,ChatDev_ProgramDev2_GPT4o_87_scored.json,0.06196918661691715
c2,not_c3,ChatDev_ProgramDev2_GPT4o_88_scored.json,0.7105178627656501
c2,not_c3,ChatDev_ProgramDev2_GPT4o_89_scored.json,0.009724962111181248
c1,not_c3,ChatDev_ProgramDev2_GPT4o_8_scored.json,0.5811167183955158
c2,not_c3,ChatDev_ProgramDev2_GPT4o_8_scored.json,0.5811167183955158
c4,not_c3,ChatDev_ProgramDev2_GPT4o_8_scored.json,0.5811167183955158
c0,not_c3,ChatDev_ProgramDev2_GPT4o_90_scored.json,-0.25409964752432973
c1,not_c3,ChatDev_ProgramDev2_GPT4o_91_scored.json,0.3366993464109248
c2,not_c3,ChatDev_ProgramDev2_GPT4o_91_scored.json,0.3366993464109248
c4,not_c3,ChatDev_ProgramDev2_GPT4o_91_scored.json,0.3366993464109248
c1,not_c3,ChatDev_ProgramDev2_GPT4o_92_scored.json,0.005579069594852416
c2,not_c3,ChatDev_ProgramDev2_GPT4o_92_scored.json,0.005579069594852416
c2,not_c3,ChatDev_ProgramDev2_GPT4o_93_scored.json,-0.4184506465637114
c1,not_c3,ChatDev_ProgramDev2_GPT4o_94_scored.json,0.13913842792148845
c2,not_c3,ChatDev_ProgramDev2_GPT4o_94_scored.json,0.13913842792148845
c4,not_c3,ChatDev_ProgramDev2_GPT4o_94_scored.json,0.13913842792148845
c1,not_c3,ChatDev_ProgramDev2_GPT4o_95_scored.json,-0.3700028628735356
c4,not_c3,ChatDev_ProgramDev2_GPT4o_95_scored.json,-0.3700028628735356
c2,not_c3,ChatDev_ProgramDev2_GPT4o_96_scored.json,0.3192023568903094
c2,not_c3,ChatDev_ProgramDev2_GPT4o_97_scored.json,0.28462278129265617
c1,not_c3,ChatDev_ProgramDev2_GPT4o_98_scored.json,-0.06446896340206587
c2,not_c3,ChatDev_ProgramDev2_GPT4o_98_scored.json,-0.06446896340206587
c4,not_c3,ChatDev_ProgramDev2_GPT4o_98_scored.json,-0.06446896340206587
c0,not_c3,ChatDev_ProgramDev2_GPT4o_99_scored.json,-0.8474216686103858
c0,not_c3,ChatDev_ProgramDev2_GPT4o_9_scored.json,-0.03555396284141325
c0,not_c3,ChatDev_ProgramDev_GPT4o_0_scored.json,-0.8024736474890569
c2,not_c3,ChatDev_ProgramDev_GPT4o_10_scored.json,-0.7942112198070914
c1,not_c3,ChatDev_ProgramDev_GPT4o_11_scored.json,-0.44423217766997747
c0,not_c3,ChatDev_ProgramDev_GPT4o_13_scored.json,-0.5688925664367609
c0,not_c3,ChatDev_ProgramDev_GPT4o_14_scored.json,-0.5125868955106075
c1,not_c3,ChatDev_ProgramDev_GPT4o_15_scored.json,-0.16121625103454515
c0,not_c3,ChatDev_ProgramDev_GPT4o_16_scored.json,-0.10992672272496386
c2,not_c3,ChatDev_ProgramDev_GPT4o_17_scored.json,-0.5845260456044052
c1,not_c3,ChatDev_ProgramDev_GPT4o_18_scored.json,-0.4799327272992789
c4,not_c3,ChatDev_ProgramDev_GPT4o_18_scored.json,-0.4799327272992789
c2,not_c3,ChatDev_ProgramDev_GPT4o_19_scored.json,-0.3136134790065339
c0,not_c3,ChatDev_ProgramDev_GPT4o_1_scored.json,-0.8578360303456797
c0,not_c3,ChatDev_ProgramDev_GPT4o_20_scored.json,-0.2090333763004744
c2,not_c3,ChatDev_ProgramDev_GPT4o_21_scored.json,-0.3177309092049843
c0,not_c3,ChatDev_ProgramDev_GPT4o_22_scored.json,-0.17476482505616334
c0,not_c3,ChatDev_ProgramDev_GPT4o_23_scored.json,-0.6335817288041696
c0,not_c3,ChatDev_ProgramDev_GPT4o_24_scored.json,-1.1795757109726088
c0,not_c3,ChatDev_ProgramDev_GPT4o_25_scored.json,-0.39990417101119646
c0,not_c3,ChatDev_ProgramDev_GPT4o_26_scored.json,-0.7066142962878483
c1,not_c3,ChatDev_ProgramDev_GPT4o_27_scored.json,-0.5745098405643264
c4,not_c3,ChatDev_ProgramDev_GPT4o_27_scored.json,-0.5745098405643264
c0,not_c3,ChatDev_ProgramDev_GPT4o_28_scored.json,-0.419104166498362
c0,not_c3,ChatDev_ProgramDev_GPT4o_29_scored.json,-0.5341375407292803
c0,not_c3,ChatDev_ProgramDev_GPT4o_2_scored.json,-0.16022319957427802
c0,not_c3,ChatDev_ProgramDev_GPT4o_4_scored.json,-0.8307382050595883
c1,not_c3,ChatDev_ProgramDev_GPT4o_5_scored.json,-0.5498784828203431
c4,not_c3,ChatDev_ProgramDev_GPT4o_5_scored.json,-0.5498784828203431
c1,not_c3,ChatDev_ProgramDev_GPT4o_6_scored.json,-0.46702998073198004
c2,not_c3,ChatDev_ProgramDev_GPT4o_7_scored.json,-1.5864529746516303
c1,not_c3,ChatDev_ProgramDev_GPT4o_8_scored.json,-0.3412394669542085
c2,not_c3,ChatDev_ProgramDev_GPT4o_8_scored.json,-0.3412394669542085
c4,not_c3,ChatDev_ProgramDev_GPT4o_8_scored.json,-0.3412394669542085
c0,not_c3,ChatDev_ProgramDev_GPT4o_9_scored.json,-0.5912048001383557
