file,sample,label,y,n_outputs,n_entries,entry_max,entry_mean,entry_min,entry_q25,entry_q50,entry_q75,entry_std,high_low_gap_0_7_0_3,high_low_gap_0_8_0_2,high_low_gap_0_9_0_5,high_low_ratio_0_7_0_3,high_low_ratio_0_8_0_2,high_low_ratio_0_9_0_5,high_score_rate_0_1,high_score_rate_0_2,high_score_rate_0_3,high_score_rate_0_4,high_score_rate_0_5,high_score_rate_0_6,high_score_rate_0_7,high_score_rate_0_8,high_score_rate_0_9,low_score_rate_0_1,low_score_rate_0_2,low_score_rate_0_3,low_score_rate_0_4,low_score_rate_0_5,low_score_rate_0_6,low_score_rate_0_7,low_score_rate_0_8,low_score_rate_0_9,score_max,score_mean,score_min,score_q10,score_q25,score_q50,score_q75,score_q90,score_std
ChatDev_ProgramDev2_GPT4o_26_scored.json,ChatDev_ProgramDev2_GPT4o_26,0.0,0,123,14,0.8190281496547129,0.1896175070719841,1.522997974471263e-08,0.000262330621486098,0.05753292190504316,0.35511615107997585,0.26277834985056303,-0.7154471544715447,-0.7317073170731708,-0.7560975609756098,0.1538461536642012,0.13461538445617602,0.11428571415183675,0.16260162601626016,0.15447154471544716,0.15447154471544716,0.15447154471544716,0.14634146341463414,0.14634146341463414,0.13008130081300814,0.11382113821138211,0.0975609756097561,0.8373983739837398,0.8455284552845529,0.8455284552845529,0.8455284552845529,0.8536585365853658,0.8536585365853658,0.8699186991869918,0.8861788617886179,0.9024390243902439,0.9999999065585291,0.14475172756267257,1.522997974471263e-08,4.78509457496562e-06,3.1445970523186056e-05,0.0004305571096741222,0.033319556653663124,0.8807970523830143,0.3237277554895653
ChatDev_ProgramDev2_GPT4o_28_scored.json,ChatDev_ProgramDev2_GPT4o_28,0.0,0,92,13,0.7278892562902086,0.10244518019076251,1.8553913626159784e-07,6.144171336422507e-06,2.2981657184921044e-05,0.15272399250813404,0.1973416734076372,-0.8152173913043478,-0.8260869565217391,-0.8369565217391305,0.08536585356276027,0.07317073162522308,0.07228915654637828,0.13043478260869565,0.10869565217391304,0.10869565217391304,0.10869565217391304,0.09782608695652174,0.07608695652173914,0.07608695652173914,0.06521739130434782,0.06521739130434782,0.8695652173913043,0.8913043478260869,0.8913043478260869,0.8913043478260869,0.9021739130434783,0.9239130434782609,0.9239130434782609,0.9347826086956522,0.9347826086956522,0.999999635748987,0.09544458572674226,8.764248219443636e-08,1.9080891931045623e-07,7.855445945696697e-07,1.907317600812566e-05,0.0008246303292579707,0.4122837532580842,0.263467997401805
ChatDev_ProgramDev2_GPT4o_29_scored.json,ChatDev_ProgramDev2_GPT4o_29,0.0,0,143,14,0.7490160315475101,0.3350730803983579,5.3157852544244216e-08,0.036187999721463054,0.46099431221982334,0.5453493723735081,0.27363008292195645,-0.4755244755244755,-0.46153846153846145,-0.5174825174825175,0.34615384567788465,0.3465346529747084,0.3084112145410953,0.3076923076923077,0.2937062937062937,0.2727272727272727,0.2517482517482518,0.2517482517482518,0.2517482517482518,0.2517482517482518,0.24475524475524477,0.23076923076923078,0.6923076923076923,0.7062937062937062,0.7272727272727273,0.7482517482517482,0.7482517482517482,0.7482517482517482,0.7482517482517482,0.7552447552447552,0.7692307692307693,0.9999997756262935,0.264510645008706,5.3157852544244216e-08,8.315279260963632e-07,7.88926463665814e-06,0.0011695103074966034,0.5490606154291163,0.9995896833347276,0.41946352617558824
ChatDev_ProgramDev2_GPT4o_2_scored.json,ChatDev_ProgramDev2_GPT4o_2,0.0,0,123,14,0.7970428575984898,0.3288905738591036,4.363462252943702e-09,0.160325808846357,0.27290189962539885,0.4963093486489454,0.24694872775108154,-0.2113821138211382,-0.2113821138211382,-0.3089430894308944,0.6285714274669388,0.5999999988646154,0.486486485677867,0.5040650406504065,0.4715447154471545,0.43089430894308944,0.4146341463414634,0.3983739837398374,0.36585365853658536,0.35772357723577236,0.3170731707317073,0.2926829268292683,0.4959349593495935,0.5284552845528455,0.5691056910569106,0.5853658536585366,0.6016260162601627,0.6341463414634146,0.6422764227642277,0.6829268292682927,0.7073170731707317,1.0,0.39202579684172184,4.363462252943702e-09,2.422720099167727e-05,0.0006312244315425956,0.119202940938512,0.9576235439705088,0.9999519624468136,0.4369856462851108
ChatDev_ProgramDev2_GPT4o_34_scored.json,ChatDev_ProgramDev2_GPT4o_34,0.0,0,101,13,0.7618430841958391,0.20936383818636375,4.139937718785167e-08,0.0001630795290828566,0.007902829387181355,0.34225785636279776,0.2693081141357169,-0.5841584158415842,-0.5841584158415842,-0.6237623762376238,0.24358974327432611,0.24358974327432611,0.21249999973171876,0.25742574257425743,0.22772277227722773,0.22772277227722773,0.2079207920792079,0.2079207920792079,0.18811881188118812,0.18811881188118812,0.18811881188118812,0.16831683168316833,0.7425742574257426,0.7722772277227723,0.7722772277227723,0.7920792079207921,0.7920792079207921,0.8118811881188119,0.8118811881188119,0.8118811881188119,0.8316831683168316,0.999999876904263,0.21211912622069537,4.139937718785167e-08,4.78509457496562e-06,4.539785156619626e-05,0.001501181950907551,0.1480472395730759,0.9998414978896515,0.377029800389808
ChatDev_ProgramDev2_GPT4o_4_scored.json,ChatDev_ProgramDev2_GPT4o_4,0.0,0,108,14,0.7755614689636747,0.3490688025369136,3.2241867372567335e-08,0.1848321107072573,0.3263866164679625,0.511156716076324,0.24794328653325126,-0.26851851851851855,-0.2685185185185185,-0.3796296296296296,0.5396825387573696,0.5322580635889699,0.41428571364653066,0.4537037037037037,0.42592592592592593,0.4166666666666667,0.4074074074074074,0.35185185185185186,0.32407407407407407,0.3148148148148148,0.3055555555555556,0.26851851851851855,0.5462962962962963,0.5740740740740741,0.5833333333333334,0.5925925925925926,0.6481481481481481,0.6759259259259259,0.6851851851851852,0.6944444444444444,0.7314814814814815,0.9999999068634337,0.3630772825080128,3.2241867372567335e-08,2.7535687796947383e-05,0.0009110514045295695,0.04870676991505456,0.9312498912817759,0.9995979308034895,0.43091184826905016
ChatDev_ProgramDev2_GPT4o_50_scored.json,ChatDev_ProgramDev2_GPT4o_50,0.0,0,135,14,0.8051109494901613,0.34277057426827934,3.2241867372567335e-08,7.548646061418966e-05,0.3965551582216308,0.654841498701619,0.3093053525544591,-0.4074074074074074,-0.3777777777777778,-0.4666666666666667,0.4021739124533318,0.40697674354718766,0.33684210478448756,0.37037037037037035,0.362962962962963,0.31851851851851853,0.2962962962962963,0.2962962962962963,0.2814814814814815,0.2740740740740741,0.25925925925925924,0.23703703703703705,0.6296296296296297,0.6370370370370371,0.6814814814814815,0.7037037037037037,0.7037037037037037,0.7185185185185186,0.725925925925926,0.7407407407407407,0.762962962962963,0.9999999534626116,0.3020424717430922,3.2241867372567335e-08,3.2320428454550405e-06,2.1444937927240387e-05,0.00669285192889547,0.8807970104134211,0.9999155657485398,0.42237736408615156
ChatDev_ProgramDev2_GPT4o_74_scored.json,ChatDev_ProgramDev2_GPT4o_74,0.0,0,133,16,0.9890129381130018,0.2039630103674443,8.152020714470167e-09,2.613435520461063e-05,0.0010559605523952165,0.34874301879681135,0.3055669181637051,-0.7894736842105263,-0.7744360902255639,-0.8421052631578947,0.1025641024475126,0.104347825966276,0.07438016520749949,0.15789473684210525,0.13533834586466165,0.12030075187969924,0.09022556390977443,0.09022556390977443,0.09022556390977443,0.09022556390977443,0.09022556390977443,0.06766917293233082,0.8421052631578947,0.8646616541353384,0.8796992481203008,0.9097744360902256,0.9097744360902256,0.9097744360902256,0.9097744360902256,0.9097744360902256,0.9323308270676691,0.9999898481825872,0.10572272454742926,8.152020714470167e-09,6.47594599989589e-07,3.7266389560521204e-06,2.7535687796947383e-05,0.003172683353266103,0.3661967978733428,0.2746774683275998
ChatDev_ProgramDev2_GPT4o_90_scored.json,ChatDev_ProgramDev2_GPT4o_90,0.0,0,117,13,0.6984488659920949,0.33756191269115626,1.3440409951135022e-08,0.0028604661710076775,0.3742722537738632,0.6665797740739259,0.2960420312483198,-0.5128205128205128,-0.5213675213675214,-0.6153846153846154,0.29411764665397927,0.27380952342814624,0.20879120852276295,0.3162393162393162,0.28205128205128205,0.27350427350427353,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.21367521367521367,0.19658119658119658,0.1623931623931624,0.6837606837606838,0.717948717948718,0.7264957264957265,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7863247863247863,0.8034188034188035,0.8376068376068376,0.9999999364836462,0.23856761286385822,1.3440409951135022e-08,2.2603250957489616e-06,1.3007123989067183e-05,0.004070137939983506,0.3208213272094748,0.9995638004352123,0.38655088063628024
ChatDev_ProgramDev2_GPT4o_99_scored.json,ChatDev_ProgramDev2_GPT4o_99,0.0,0,194,20,0.3918763483515061,0.11038374839535171,3.2241867372567335e-08,2.934606385125149e-05,0.008632842964722418,0.20031801126328108,0.13196203268050175,-0.8195876288659795,-0.8247422680412372,-0.8556701030927835,0.08092485540058136,0.07514450858625413,0.06214689258725143,0.1134020618556701,0.10824742268041238,0.10824742268041238,0.0979381443298969,0.08762886597938144,0.07731958762886598,0.07216494845360824,0.06701030927835051,0.05670103092783505,0.8865979381443299,0.8917525773195877,0.8917525773195877,0.9020618556701031,0.9123711340206185,0.9226804123711341,0.9278350515463918,0.9329896907216495,0.9432989690721649,0.9999996568876697,0.0886564033756201,1.9555681087850496e-08,3.059023205018258e-07,1.370956471489639e-06,1.907317600812566e-05,0.00070967033651176,0.3605249059737792,0.2580019111213455
ChatDev_ProgramDev2_GPT4o_9_scored.json,ChatDev_ProgramDev2_GPT4o_9,0.0,0,131,14,0.6231518293099773,0.22922909618883822,3.2241867372567335e-08,0.0002604530153381893,0.05924210309664361,0.5053619461086117,0.2555812141443987,-0.41984732824427484,-0.41984732824427484,-0.450381679389313,0.3749999994417613,0.36781609140018495,0.34444444394308643,0.35877862595419846,0.33587786259541985,0.3282442748091603,0.31297709923664124,0.31297709923664124,0.2824427480916031,0.25190839694656486,0.24427480916030533,0.2366412213740458,0.6412213740458015,0.6641221374045801,0.6717557251908397,0.6870229007633588,0.6870229007633588,0.7175572519083969,0.7480916030534351,0.7557251908396947,0.7633587786259542,0.9999998951331075,0.29568004569099704,3.2241867372567335e-08,1.7603429545652396e-06,3.1445970523186056e-05,0.00669285201739655,0.7282393017320877,0.9947798666233298,0.41653412301694215
ChatDev_ProgramDev_GPT4o_0_scored.json,ChatDev_ProgramDev_GPT4o_0,0.0,0,149,13,0.9699428626412135,0.35295327295100126,5.043471815847051e-07,0.00558443363532634,0.35219170850758147,0.45473782327049195,0.34055570208310726,-0.6442953020134229,-0.6577181208053691,-0.6912751677852349,0.20661156999351138,0.18333333310569447,0.16935483850617844,0.24161073825503357,0.19463087248322147,0.18791946308724833,0.174496644295302,0.16778523489932887,0.16778523489932887,0.16778523489932887,0.1476510067114094,0.14093959731543623,0.7583892617449665,0.8053691275167785,0.8120805369127517,0.825503355704698,0.8322147651006712,0.8322147651006712,0.8322147651006712,0.8523489932885906,0.8590604026845637,0.9999996565089904,0.1789794466158266,6.82560337633487e-08,7.947412608750085e-07,3.7266389560521204e-06,0.0002611902975925828,0.07585819196500916,0.9642759374563548,0.3526135193377555
ChatDev_ProgramDev_GPT4o_13_scored.json,ChatDev_ProgramDev_GPT4o_13,0.0,0,164,13,0.5018411260143881,0.10520551375538774,8.152020714470167e-09,2.547201976947694e-05,9.610239492660866e-05,0.15840732787440945,0.16272448115086302,-0.8170731707317074,-0.8292682926829269,-0.8719512195121951,0.08843537405099727,0.07482993188930538,0.04666666661564445,0.11585365853658537,0.10365853658536585,0.10365853658536585,0.0975609756097561,0.08536585365853659,0.07926829268292683,0.07926829268292683,0.06707317073170732,0.042682926829268296,0.8841463414634146,0.8963414634146342,0.8963414634146342,0.9024390243902439,0.9146341463414634,0.9207317073170732,0.9207317073170732,0.9329268292682927,0.9573170731707317,0.9999997656311983,0.08770684544126998,8.152020714470167e-09,3.927863545481039e-07,2.135329560453031e-06,1.907317600812566e-05,0.002063206445711046,0.27930257576473294,0.2519491948405077
ChatDev_ProgramDev_GPT4o_14_scored.json,ChatDev_ProgramDev_GPT4o_14,0.0,0,142,15,0.9255208595816402,0.2960945653874128,6.82560337633487e-08,0.04638224974509407,0.21439667474506408,0.5131349890266652,0.2827317628860604,-0.5281690140845071,-0.5422535211267605,-0.6408450704225351,0.2574257422123321,0.22222222190347923,0.18018017994967944,0.3380281690140845,0.3028169014084507,0.2887323943661972,0.2323943661971831,0.21830985915492956,0.19718309859154928,0.18309859154929578,0.15492957746478872,0.14084507042253522,0.6619718309859155,0.6971830985915493,0.7112676056338029,0.7676056338028169,0.7816901408450704,0.8028169014084507,0.8169014084507042,0.8450704225352113,0.8591549295774648,0.9999938159938443,0.23778481656732828,6.82560337633487e-08,1.0129987330277146e-05,0.00070967033651176,0.03732688243084875,0.36336084996383167,0.9626730905675178,0.3573710434493101
ChatDev_ProgramDev_GPT4o_16_scored.json,ChatDev_ProgramDev_GPT4o_16,0.0,0,138,13,0.9738881153015954,0.2681177119119033,9.931194312156244e-08,0.029312230647422503,0.07513266313386328,0.38383837276431504,0.3223553255061065,-0.7463768115942029,-0.7536231884057971,-0.7971014492753623,0.11206896538391797,0.09565217379826087,0.09090909080540946,0.18840579710144928,0.16666666666666666,0.15942028985507245,0.13043478260869565,0.12318840579710146,0.11594202898550725,0.09420289855072464,0.07971014492753623,0.07971014492753623,0.8115942028985508,0.8333333333333334,0.8405797101449275,0.8695652173913043,0.8768115942028986,0.8840579710144928,0.9057971014492754,0.9202898550724637,0.9202898550724637,0.999999875746659,0.13243281124312126,9.931194312156244e-08,1.0129987330277146e-05,7.484619074298232e-05,0.0019267342527389902,0.04490113146581724,0.6394751918399714,0.29151466880666177
ChatDev_ProgramDev_GPT4o_1_scored.json,ChatDev_ProgramDev_GPT4o_1,0.0,0,177,13,0.6395066446774818,0.25218918498737214,1.0130507038284886e-05,3.535625324942473e-05,0.19539825168027594,0.5011570553822596,0.24914040750550676,-0.7231638418079096,-0.7175141242937854,-0.7344632768361582,0.15231788061615717,0.1476510065360119,0.13907284751910004,0.1807909604519774,0.15819209039548024,0.14689265536723164,0.14689265536723164,0.14689265536723164,0.14124293785310735,0.12994350282485875,0.12429378531073447,0.11864406779661017,0.8192090395480226,0.8418079096045198,0.8531073446327684,0.8531073446327684,0.8531073446327684,0.8587570621468926,0.8700564971751412,0.8757062146892656,0.8813559322033898,0.999999311286509,0.14750206690953244,6.82560337633487e-08,5.043471815847051e-07,2.902312105056987e-06,2.7535687796947383e-05,0.014063627480306394,0.9907306053690885,0.33306891613429496
ChatDev_ProgramDev_GPT4o_20_scored.json,ChatDev_ProgramDev_GPT4o_20,0.0,0,139,13,0.9996645501135633,0.46342291001043356,7.88926463665814e-06,0.23184457562440727,0.39440224431296117,0.8947291434511537,0.3589216373382093,-0.3741007194244604,-0.3669064748201439,-0.4316546762589928,0.4222222215701235,0.41379310278715814,0.3617021271247171,0.381294964028777,0.37410071942446044,0.35251798561151076,0.3237410071942446,0.3237410071942446,0.2949640287769784,0.2733812949640288,0.2589928057553957,0.2446043165467626,0.6187050359712231,0.6258992805755396,0.6474820143884892,0.6762589928057554,0.6762589928057554,0.7050359712230215,0.7266187050359713,0.7410071942446043,0.7553956834532374,0.9999999365530021,0.3117979286037775,6.023573837886479e-08,7.540245976611014e-06,3.535625324942473e-05,0.006692852117681412,0.8491857717698519,0.999490678757532,0.4216990998838103
ChatDev_ProgramDev_GPT4o_22_scored.json,ChatDev_ProgramDev_GPT4o_22,0.0,0,158,14,0.9659846098090501,0.30759850223492147,3.989398813561625e-06,0.0008942314596654939,0.1993489099160478,0.5030898776009494,0.3321516406610529,-0.7215189873417721,-0.7215189873417722,-0.7531645569620253,0.12977099220989455,0.12307692292733727,0.1119402983754734,0.189873417721519,0.17721518987341772,0.17088607594936708,0.15822784810126583,0.1518987341772152,0.11392405063291139,0.10759493670886076,0.10126582278481013,0.0949367088607595,0.810126582278481,0.8227848101265823,0.8291139240506329,0.8417721518987342,0.8481012658227848,0.8860759493670886,0.8924050632911392,0.8987341772151899,0.9050632911392406,0.9999998966945451,0.14254823643702208,5.602796437537268e-09,2.382369667501818e-07,1.143516361717442e-06,1.6701414089010932e-05,0.021729581859729858,0.7996957774872564,0.31191522311210623
ChatDev_ProgramDev_GPT4o_23_scored.json,ChatDev_ProgramDev_GPT4o_23,0.0,0,152,14,0.6344698123496239,0.23492740283136768,3.2241867372567335e-08,9.116838348702115e-06,0.17859287736096596,0.448123230204564,0.24367461871271878,-0.743421052631579,-0.7302631578947368,-0.7631578947368421,0.13076923061633136,0.13281249984228516,0.12121212107254362,0.17105263157894737,0.15789473684210525,0.14473684210526316,0.13815789473684212,0.13157894736842105,0.125,0.1118421052631579,0.1118421052631579,0.10526315789473684,0.8289473684210527,0.8421052631578947,0.8552631578947368,0.8618421052631579,0.868421052631579,0.875,0.8881578947368421,0.8881578947368421,0.8947368421052632,0.9999998672747303,0.13299430293271391,3.2241867372567335e-08,1.8553913626159784e-07,6.11782745388368e-07,5.464632955694063e-06,0.002063206445711046,0.9340016311980777,0.3168699589661265
ChatDev_ProgramDev_GPT4o_24_scored.json,ChatDev_ProgramDev_GPT4o_24,0.0,0,137,13,0.9314505042030555,0.33295309428535796,5.172492266574156e-07,0.04279612348708176,0.41958709100281133,0.5089930864543036,0.27572012250807215,-0.5182481751824818,-0.5182481751824818,-0.5766423357664233,0.2899999996027,0.27551020369648066,0.23300970842793858,0.31386861313868614,0.2846715328467153,0.27007299270072993,0.26277372262773724,0.24817518248175183,0.23357664233576642,0.2116788321167883,0.19708029197080293,0.17518248175182483,0.6861313868613139,0.7153284671532847,0.7299270072992701,0.7372262773722628,0.7518248175182481,0.7664233576642335,0.7883211678832117,0.8029197080291971,0.8248175182481752,0.9999999598083352,0.24686546598067738,6.023573837886479e-08,1.370956471489639e-06,1.6701414089010932e-05,0.002472623024627213,0.43782353613364516,0.9899767957741175,0.39097037183757916
